Drug,Predicted_Score,Average_Rating,Review_Count,Disease
levonorgestrel,172.89531,No ratings,0,chronic lymphocytic leukemia
ethinyl estradiol / levonorgestrel,164.40378,No ratings,0,chronic lymphocytic leukemia
chantix,163.38402,No ratings,0,chronic lymphocytic leukemia
ethinyl estradiol / norethindrone,161.3691,No ratings,0,chronic lymphocytic leukemia
etonogestrel,249.85078,No ratings,0,otitis externa
varenicline,214.45609,No ratings,0,otitis externa
suprep bowel prep kit,191.59358,No ratings,0,otitis externa
isotretinoin,155.87654,No ratings,0,otitis externa
mirena,152.71889,No ratings,0,otitis externa
implanon,145.73549,No ratings,0,otitis externa
levonorgestrel,129.97614,No ratings,0,otitis externa
ethinyl estradiol / levonorgestrel,121.48457,No ratings,0,otitis externa
chantix,120.46482,No ratings,0,otitis externa
ethinyl estradiol / norethindrone,118.44989,No ratings,0,otitis externa
etonogestrel,339.77893,No ratings,0,pneumococcal disease prophylaxis
varenicline,304.38428,No ratings,0,pneumococcal disease prophylaxis
suprep bowel prep kit,281.5218,No ratings,0,pneumococcal disease prophylaxis
isotretinoin,245.8047,No ratings,0,pneumococcal disease prophylaxis
mirena,242.64708,No ratings,0,pneumococcal disease prophylaxis
implanon,235.6637,No ratings,0,pneumococcal disease prophylaxis
levonorgestrel,219.90433,No ratings,0,pneumococcal disease prophylaxis
ethinyl estradiol / levonorgestrel,211.41278,No ratings,0,pneumococcal disease prophylaxis
chantix,210.39304,No ratings,0,pneumococcal disease prophylaxis
ethinyl estradiol / norethindrone,208.3781,No ratings,0,pneumococcal disease prophylaxis
etonogestrel,324.7053,No ratings,0,acial wrinkles
varenicline,289.3106,No ratings,0,acial wrinkles
suprep bowel prep kit,266.44812,No ratings,0,acial wrinkles
isotretinoin,230.7311,No ratings,0,acial wrinkles
mirena,227.57343,No ratings,0,acial wrinkles
implanon,220.59006,No ratings,0,acial wrinkles
levonorgestrel,204.83069,No ratings,0,acial wrinkles
ethinyl estradiol / levonorgestrel,196.33913,No ratings,0,acial wrinkles
chantix,195.31938,No ratings,0,acial wrinkles
ethinyl estradiol / norethindrone,193.30446,No ratings,0,acial wrinkles
etonogestrel,317.10403,No ratings,0,prevention of osteoporosis
varenicline,281.70932,No ratings,0,prevention of osteoporosis
suprep bowel prep kit,258.84683,No ratings,0,prevention of osteoporosis
isotretinoin,223.1298,No ratings,0,prevention of osteoporosis
mirena,219.97214,No ratings,0,prevention of osteoporosis
implanon,212.98877,No ratings,0,prevention of osteoporosis
levonorgestrel,197.22939,No ratings,0,prevention of osteoporosis
ethinyl estradiol / levonorgestrel,188.73784,No ratings,0,prevention of osteoporosis
chantix,187.7181,No ratings,0,prevention of osteoporosis
ethinyl estradiol / norethindrone,185.70317,No ratings,0,prevention of osteoporosis
etonogestrel,364.72388,No ratings,0,acute coronary syndrome
varenicline,329.32922,No ratings,0,acute coronary syndrome
suprep bowel prep kit,306.4667,No ratings,0,acute coronary syndrome
isotretinoin,270.74966,No ratings,0,acute coronary syndrome
mirena,267.59198,No ratings,0,acute coronary syndrome
implanon,260.6086,No ratings,0,acute coronary syndrome
levonorgestrel,244.84926,No ratings,0,acute coronary syndrome
ethinyl estradiol / levonorgestrel,236.35771,No ratings,0,acute coronary syndrome
chantix,235.33797,No ratings,0,acute coronary syndrome
ethinyl estradiol / norethindrone,233.32306,No ratings,0,acute coronary syndrome
etonogestrel,302.68158,No ratings,0,tinea versicol
varenicline,267.28687,No ratings,0,tinea versicol
suprep bowel prep kit,244.42441,No ratings,0,tinea versicol
isotretinoin,208.70735,No ratings,0,tinea versicol
mirena,205.5497,No ratings,0,tinea versicol
implanon,198.5663,No ratings,0,tinea versicol
levonorgestrel,182.80693,No ratings,0,tinea versicol
ethinyl estradiol / levonorgestrel,174.3154,No ratings,0,tinea versicol
chantix,173.29565,No ratings,0,tinea versicol
ethinyl estradiol / norethindrone,171.28072,No ratings,0,tinea versicol
etonogestrel,312.12012,No ratings,0,neutropenia associated with chemotherapy
varenicline,276.7254,No ratings,0,neutropenia associated with chemotherapy
suprep bowel prep kit,253.86296,No ratings,0,neutropenia associated with chemotherapy
isotretinoin,218.14589,No ratings,0,neutropenia associated with chemotherapy
mirena,214.98824,No ratings,0,neutropenia associated with chemotherapy
implanon,208.00487,No ratings,0,neutropenia associated with chemotherapy
levonorgestrel,192.2455,No ratings,0,neutropenia associated with chemotherapy
ethinyl estradiol / levonorgestrel,183.75395,No ratings,0,neutropenia associated with chemotherapy
chantix,182.73419,No ratings,0,neutropenia associated with chemotherapy
ethinyl estradiol / norethindrone,180.71928,No ratings,0,neutropenia associated with chemotherapy
etonogestrel,224.2969,No ratings,0,"crohn's disease, acute"
varenicline,188.9022,No ratings,0,"crohn's disease, acute"
suprep bowel prep kit,166.03975,No ratings,0,"crohn's disease, acute"
isotretinoin,130.32268,No ratings,0,"crohn's disease, acute"
mirena,127.165016,No ratings,0,"crohn's disease, acute"
implanon,120.18163,No ratings,0,"crohn's disease, acute"
levonorgestrel,104.422264,No ratings,0,"crohn's disease, acute"
ethinyl estradiol / levonorgestrel,96.25875,No ratings,0,"crohn's disease, acute"
chantix,94.91096,No ratings,0,"crohn's disease, acute"
ethinyl estradiol / norethindrone,93.28371,No ratings,0,"crohn's disease, acute"
etonogestrel,266.5876,No ratings,0,gastroenteritis
varenicline,231.1929,No ratings,0,gastroenteritis
suprep bowel prep kit,208.3304,No ratings,0,gastroenteritis
isotretinoin,172.61336,No ratings,0,gastroenteritis
mirena,169.4557,No ratings,0,gastroenteritis
implanon,162.4723,No ratings,0,gastroenteritis
levonorgestrel,146.71295,No ratings,0,gastroenteritis
ethinyl estradiol / levonorgestrel,138.2214,No ratings,0,gastroenteritis
chantix,137.20164,No ratings,0,gastroenteritis
ethinyl estradiol / norethindrone,135.18672,No ratings,0,gastroenteritis
etonogestrel,361.4496,No ratings,0,macular degeneration
varenicline,326.05487,No ratings,0,macular degeneration
suprep bowel prep kit,303.19238,No ratings,0,macular degeneration
isotretinoin,267.47534,No ratings,0,macular degeneration
mirena,264.3177,No ratings,0,macular degeneration
implanon,257.3343,No ratings,0,macular degeneration
levonorgestrel,241.57495,No ratings,0,macular degeneration
ethinyl estradiol / levonorgestrel,233.0834,No ratings,0,macular degeneration
chantix,232.06364,No ratings,0,macular degeneration
ethinyl estradiol / norethindrone,230.04872,No ratings,0,macular degeneration
etonogestrel,263.91913,No ratings,0,vulvodynia
varenicline,228.52444,No ratings,0,vulvodynia
suprep bowel prep kit,205.66197,No ratings,0,vulvodynia
isotretinoin,169.9449,No ratings,0,vulvodynia
mirena,166.78725,No ratings,0,vulvodynia
implanon,159.80388,No ratings,0,vulvodynia
levonorgestrel,144.04451,No ratings,0,vulvodynia
ethinyl estradiol / levonorgestrel,135.55296,No ratings,0,vulvodynia
chantix,134.53322,No ratings,0,vulvodynia
ethinyl estradiol / norethindrone,132.51826,No ratings,0,vulvodynia
etonogestrel,347.10416,No ratings,0,lyme disease
varenicline,311.70947,No ratings,0,lyme disease
suprep bowel prep kit,288.847,No ratings,0,lyme disease
isotretinoin,253.12993,No ratings,0,lyme disease
mirena,249.97227,No ratings,0,lyme disease
implanon,242.98889,No ratings,0,lyme disease
levonorgestrel,227.22954,No ratings,0,lyme disease
ethinyl estradiol / levonorgestrel,218.73798,No ratings,0,lyme disease
chantix,217.71823,No ratings,0,lyme disease
ethinyl estradiol / norethindrone,215.70332,No ratings,0,lyme disease
etonogestrel,337.50446,No ratings,0,eye redness/itching
varenicline,302.10977,No ratings,0,eye redness/itching
suprep bowel prep kit,279.24728,No ratings,0,eye redness/itching
isotretinoin,243.53023,No ratings,0,eye redness/itching
mirena,240.37257,No ratings,0,eye redness/itching
implanon,233.38919,No ratings,0,eye redness/itching
levonorgestrel,217.62984,No ratings,0,eye redness/itching
ethinyl estradiol / levonorgestrel,209.13829,No ratings,0,eye redness/itching
chantix,208.11852,No ratings,0,eye redness/itching
ethinyl estradiol / norethindrone,206.10359,No ratings,0,eye redness/itching
etonogestrel,287.17145,No ratings,0,herpes zoste
varenicline,251.7768,No ratings,0,herpes zoste
suprep bowel prep kit,228.91432,No ratings,0,herpes zoste
isotretinoin,193.19724,No ratings,0,herpes zoste
mirena,190.0396,No ratings,0,herpes zoste
implanon,183.05621,No ratings,0,herpes zoste
levonorgestrel,167.29683,No ratings,0,herpes zoste
ethinyl estradiol / levonorgestrel,158.80528,No ratings,0,herpes zoste
chantix,157.78554,No ratings,0,herpes zoste
ethinyl estradiol / norethindrone,155.77061,No ratings,0,herpes zoste
etonogestrel,352.63452,No ratings,0,anemia
varenicline,317.2398,No ratings,0,anemia
suprep bowel prep kit,294.37738,No ratings,0,anemia
isotretinoin,258.66028,No ratings,0,anemia
mirena,255.50266,No ratings,0,anemia
implanon,248.51927,No ratings,0,anemia
levonorgestrel,232.7599,No ratings,0,anemia
ethinyl estradiol / levonorgestrel,224.26836,No ratings,0,anemia
chantix,223.2486,No ratings,0,anemia
ethinyl estradiol / norethindrone,221.23369,No ratings,0,anemia
etonogestrel,276.41083,No ratings,0,seborrheic dermatitis
varenicline,241.01616,No ratings,0,seborrheic dermatitis
suprep bowel prep kit,218.15369,No ratings,0,seborrheic dermatitis
isotretinoin,182.4366,No ratings,0,seborrheic dermatitis
mirena,179.27898,No ratings,0,seborrheic dermatitis
implanon,172.29558,No ratings,0,seborrheic dermatitis
levonorgestrel,156.53621,No ratings,0,seborrheic dermatitis
ethinyl estradiol / levonorgestrel,148.04466,No ratings,0,seborrheic dermatitis
chantix,147.0249,No ratings,0,seborrheic dermatitis
ethinyl estradiol / norethindrone,145.00998,No ratings,0,seborrheic dermatitis
etonogestrel,320.5665,No ratings,0,cutaneous candidiasis
varenicline,285.1718,No ratings,0,cutaneous candidiasis
suprep bowel prep kit,262.30933,No ratings,0,cutaneous candidiasis
isotretinoin,226.59227,No ratings,0,cutaneous candidiasis
mirena,223.43462,No ratings,0,cutaneous candidiasis
implanon,216.45125,No ratings,0,cutaneous candidiasis
levonorgestrel,200.69186,No ratings,0,cutaneous candidiasis
ethinyl estradiol / levonorgestrel,192.20033,No ratings,0,cutaneous candidiasis
chantix,191.18056,No ratings,0,cutaneous candidiasis
ethinyl estradiol / norethindrone,189.16565,No ratings,0,cutaneous candidiasis
etonogestrel,346.91412,No ratings,0,postural orthostatic tachycardia syndrome
varenicline,311.51944,No ratings,0,postural orthostatic tachycardia syndrome
suprep bowel prep kit,288.65695,No ratings,0,postural orthostatic tachycardia syndrome
isotretinoin,252.9399,No ratings,0,postural orthostatic tachycardia syndrome
mirena,249.78224,No ratings,0,postural orthostatic tachycardia syndrome
implanon,242.79886,No ratings,0,postural orthostatic tachycardia syndrome
levonorgestrel,227.0395,No ratings,0,postural orthostatic tachycardia syndrome
ethinyl estradiol / levonorgestrel,218.54796,No ratings,0,postural orthostatic tachycardia syndrome
chantix,217.5282,No ratings,0,postural orthostatic tachycardia syndrome
ethinyl estradiol / norethindrone,215.51326,No ratings,0,postural orthostatic tachycardia syndrome
etonogestrel,240.08134,No ratings,0,10</span> users found this comment helpful.
varenicline,204.68666,No ratings,0,10</span> users found this comment helpful.
suprep bowel prep kit,181.82417,No ratings,0,10</span> users found this comment helpful.
isotretinoin,146.1071,No ratings,0,10</span> users found this comment helpful.
mirena,142.94948,No ratings,0,10</span> users found this comment helpful.
implanon,135.96608,No ratings,0,10</span> users found this comment helpful.
levonorgestrel,120.2067,No ratings,0,10</span> users found this comment helpful.
ethinyl estradiol / levonorgestrel,111.715164,No ratings,0,10</span> users found this comment helpful.
chantix,110.6954,No ratings,0,10</span> users found this comment helpful.
ethinyl estradiol / norethindrone,108.68047,No ratings,0,10</span> users found this comment helpful.
etonogestrel,268.9018,No ratings,0,temporomandibular joint disorde
varenicline,233.5071,No ratings,0,temporomandibular joint disorde
suprep bowel prep kit,210.64462,No ratings,0,temporomandibular joint disorde
isotretinoin,174.92757,No ratings,0,temporomandibular joint disorde
mirena,171.76991,No ratings,0,temporomandibular joint disorde
implanon,164.78651,No ratings,0,temporomandibular joint disorde
levonorgestrel,149.02715,No ratings,0,temporomandibular joint disorde
ethinyl estradiol / levonorgestrel,140.5356,No ratings,0,temporomandibular joint disorde
chantix,139.51585,No ratings,0,temporomandibular joint disorde
ethinyl estradiol / norethindrone,137.50093,No ratings,0,temporomandibular joint disorde
etonogestrel,209.01793,No ratings,0,paranoid disorde
varenicline,173.62321,No ratings,0,paranoid disorde
suprep bowel prep kit,150.76074,No ratings,0,paranoid disorde
isotretinoin,115.04367,No ratings,0,paranoid disorde
mirena,111.886024,No ratings,0,paranoid disorde
implanon,104.90263,No ratings,0,paranoid disorde
levonorgestrel,89.14327,No ratings,0,paranoid disorde
ethinyl estradiol / levonorgestrel,80.651726,No ratings,0,paranoid disorde
chantix,79.631966,No ratings,0,paranoid disorde
ethinyl estradiol / norethindrone,77.61704,No ratings,0,paranoid disorde
etonogestrel,279.22217,No ratings,0,extrapyramidal reaction
varenicline,243.82747,No ratings,0,extrapyramidal reaction
suprep bowel prep kit,220.96498,No ratings,0,extrapyramidal reaction
isotretinoin,185.24791,No ratings,0,extrapyramidal reaction
mirena,182.09029,No ratings,0,extrapyramidal reaction
implanon,175.10689,No ratings,0,extrapyramidal reaction
levonorgestrel,159.34752,No ratings,0,extrapyramidal reaction
ethinyl estradiol / levonorgestrel,150.85597,No ratings,0,extrapyramidal reaction
chantix,149.83623,No ratings,0,extrapyramidal reaction
ethinyl estradiol / norethindrone,147.8213,No ratings,0,extrapyramidal reaction
etonogestrel,294.8919,No ratings,0,glaucoma
varenicline,259.4972,No ratings,0,glaucoma
suprep bowel prep kit,236.63474,No ratings,0,glaucoma
isotretinoin,200.91768,No ratings,0,glaucoma
mirena,197.76003,No ratings,0,glaucoma
implanon,190.77666,No ratings,0,glaucoma
levonorgestrel,175.01727,No ratings,0,glaucoma
ethinyl estradiol / levonorgestrel,166.52573,No ratings,0,glaucoma
chantix,165.50597,No ratings,0,glaucoma
ethinyl estradiol / norethindrone,163.49104,No ratings,0,glaucoma
etonogestrel,312.04733,No ratings,0,intraocular hypertension
varenicline,276.65265,No ratings,0,intraocular hypertension
suprep bowel prep kit,253.79018,No ratings,0,intraocular hypertension
isotretinoin,218.0731,No ratings,0,intraocular hypertension
mirena,214.91548,No ratings,0,intraocular hypertension
implanon,207.93208,No ratings,0,intraocular hypertension
levonorgestrel,192.17271,No ratings,0,intraocular hypertension
ethinyl estradiol / levonorgestrel,183.68117,No ratings,0,intraocular hypertension
chantix,182.66142,No ratings,0,intraocular hypertension
ethinyl estradiol / norethindrone,180.6465,No ratings,0,intraocular hypertension
etonogestrel,189.65382,No ratings,0,tinea cruris
varenicline,154.25914,No ratings,0,tinea cruris
suprep bowel prep kit,131.39665,No ratings,0,tinea cruris
isotretinoin,95.67959,No ratings,0,tinea cruris
mirena,92.52194,No ratings,0,tinea cruris
implanon,85.53855,No ratings,0,tinea cruris
levonorgestrel,69.77918,No ratings,0,tinea cruris
ethinyl estradiol / levonorgestrel,61.820168,No ratings,0,tinea cruris
chantix,60.47783,No ratings,0,tinea cruris
ethinyl estradiol / norethindrone,58.830166,No ratings,0,tinea cruris
etonogestrel,256.7954,No ratings,0,hypoestrogenism
varenicline,221.40071,No ratings,0,hypoestrogenism
suprep bowel prep kit,198.53822,No ratings,0,hypoestrogenism
isotretinoin,162.82118,No ratings,0,hypoestrogenism
mirena,159.66353,No ratings,0,hypoestrogenism
implanon,152.68016,No ratings,0,hypoestrogenism
levonorgestrel,136.92078,No ratings,0,hypoestrogenism
ethinyl estradiol / levonorgestrel,128.42923,No ratings,0,hypoestrogenism
chantix,127.40947,No ratings,0,hypoestrogenism
ethinyl estradiol / norethindrone,125.39454,No ratings,0,hypoestrogenism
etonogestrel,298.73975,No ratings,0,angina pectoris prophylaxis
varenicline,263.34503,No ratings,0,angina pectoris prophylaxis
suprep bowel prep kit,240.48256,No ratings,0,angina pectoris prophylaxis
isotretinoin,204.76552,No ratings,0,angina pectoris prophylaxis
mirena,201.60786,No ratings,0,angina pectoris prophylaxis
implanon,194.62447,No ratings,0,angina pectoris prophylaxis
levonorgestrel,178.8651,No ratings,0,angina pectoris prophylaxis
ethinyl estradiol / levonorgestrel,170.37355,No ratings,0,angina pectoris prophylaxis
chantix,169.3538,No ratings,0,angina pectoris prophylaxis
ethinyl estradiol / norethindrone,167.33888,No ratings,0,angina pectoris prophylaxis
etonogestrel,331.60916,No ratings,0,gouty arthritis
varenicline,296.21448,No ratings,0,gouty arthritis
suprep bowel prep kit,273.35202,No ratings,0,gouty arthritis
isotretinoin,237.63496,No ratings,0,gouty arthritis
mirena,234.47733,No ratings,0,gouty arthritis
implanon,227.49394,No ratings,0,gouty arthritis
levonorgestrel,211.73456,No ratings,0,gouty arthritis
ethinyl estradiol / levonorgestrel,203.24303,No ratings,0,gouty arthritis
chantix,202.22327,No ratings,0,gouty arthritis
ethinyl estradiol / norethindrone,200.20834,No ratings,0,gouty arthritis
etonogestrel,203.71965,No ratings,0,12</span> users found this comment helpful.
varenicline,168.32497,No ratings,0,12</span> users found this comment helpful.
suprep bowel prep kit,145.46248,No ratings,0,12</span> users found this comment helpful.
isotretinoin,109.7454,No ratings,0,12</span> users found this comment helpful.
mirena,106.58775,No ratings,0,12</span> users found this comment helpful.
implanon,99.60437,No ratings,0,12</span> users found this comment helpful.
levonorgestrel,83.88465,No ratings,0,12</span> users found this comment helpful.
ethinyl estradiol / levonorgestrel,76.06234,No ratings,0,12</span> users found this comment helpful.
chantix,74.65037,No ratings,0,12</span> users found this comment helpful.
ethinyl estradiol / norethindrone,73.07146,No ratings,0,12</span> users found this comment helpful.
etonogestrel,197.53221,No ratings,0,9</span> users found this comment helpful.
varenicline,162.13753,No ratings,0,9</span> users found this comment helpful.
suprep bowel prep kit,139.27504,No ratings,0,9</span> users found this comment helpful.
isotretinoin,103.55797,No ratings,0,9</span> users found this comment helpful.
mirena,100.400314,No ratings,0,9</span> users found this comment helpful.
implanon,93.41693,No ratings,0,9</span> users found this comment helpful.
levonorgestrel,77.65756,No ratings,0,9</span> users found this comment helpful.
ethinyl estradiol / levonorgestrel,69.79044,No ratings,0,9</span> users found this comment helpful.
chantix,68.37849,No ratings,0,9</span> users found this comment helpful.
ethinyl estradiol / norethindrone,66.79957,No ratings,0,9</span> users found this comment helpful.
etonogestrel,242.27658,No ratings,0,mitral valve prolapse
varenicline,206.88188,No ratings,0,mitral valve prolapse
suprep bowel prep kit,184.01941,No ratings,0,mitral valve prolapse
isotretinoin,148.30235,No ratings,0,mitral valve prolapse
mirena,145.1447,No ratings,0,mitral valve prolapse
implanon,138.1613,No ratings,0,mitral valve prolapse
levonorgestrel,122.40194,No ratings,0,mitral valve prolapse
ethinyl estradiol / levonorgestrel,113.91039,No ratings,0,mitral valve prolapse
chantix,112.89063,No ratings,0,mitral valve prolapse
ethinyl estradiol / norethindrone,110.87601,No ratings,0,mitral valve prolapse
etonogestrel,292.4663,No ratings,0,inflammatory bowel disease
varenicline,257.0716,No ratings,0,inflammatory bowel disease
suprep bowel prep kit,234.20915,No ratings,0,inflammatory bowel disease
isotretinoin,198.4921,No ratings,0,inflammatory bowel disease
mirena,195.33444,No ratings,0,inflammatory bowel disease
implanon,188.35104,No ratings,0,inflammatory bowel disease
levonorgestrel,172.59169,No ratings,0,inflammatory bowel disease
ethinyl estradiol / levonorgestrel,164.10014,No ratings,0,inflammatory bowel disease
chantix,163.08037,No ratings,0,inflammatory bowel disease
ethinyl estradiol / norethindrone,161.06544,No ratings,0,inflammatory bowel disease
etonogestrel,247.52007,No ratings,0,tinnitus
varenicline,212.12538,No ratings,0,tinnitus
suprep bowel prep kit,189.2629,No ratings,0,tinnitus
isotretinoin,153.54582,No ratings,0,tinnitus
mirena,150.38817,No ratings,0,tinnitus
implanon,143.4048,No ratings,0,tinnitus
levonorgestrel,127.64541,No ratings,0,tinnitus
ethinyl estradiol / levonorgestrel,119.15387,No ratings,0,tinnitus
chantix,118.13412,No ratings,0,tinnitus
ethinyl estradiol / norethindrone,116.11919,No ratings,0,tinnitus
etonogestrel,320.56165,No ratings,0,methicillin-resistant staphylococcus aureus infection
varenicline,285.1669,No ratings,0,methicillin-resistant staphylococcus aureus infection
suprep bowel prep kit,262.30444,No ratings,0,methicillin-resistant staphylococcus aureus infection
isotretinoin,226.58739,No ratings,0,methicillin-resistant staphylococcus aureus infection
mirena,223.42973,No ratings,0,methicillin-resistant staphylococcus aureus infection
implanon,216.44633,No ratings,0,methicillin-resistant staphylococcus aureus infection
levonorgestrel,200.68697,No ratings,0,methicillin-resistant staphylococcus aureus infection
ethinyl estradiol / levonorgestrel,192.19542,No ratings,0,methicillin-resistant staphylococcus aureus infection
chantix,191.17567,No ratings,0,methicillin-resistant staphylococcus aureus infection
ethinyl estradiol / norethindrone,189.16075,No ratings,0,methicillin-resistant staphylococcus aureus infection
etonogestrel,246.37155,No ratings,0,postoperative ocular inflammation
varenicline,210.97687,No ratings,0,postoperative ocular inflammation
suprep bowel prep kit,188.1144,No ratings,0,postoperative ocular inflammation
isotretinoin,152.39732,No ratings,0,postoperative ocular inflammation
mirena,149.23967,No ratings,0,postoperative ocular inflammation
implanon,142.2563,No ratings,0,postoperative ocular inflammation
levonorgestrel,126.49692,No ratings,0,postoperative ocular inflammation
ethinyl estradiol / levonorgestrel,118.00537,No ratings,0,postoperative ocular inflammation
chantix,116.98562,No ratings,0,postoperative ocular inflammation
ethinyl estradiol / norethindrone,114.970695,No ratings,0,postoperative ocular inflammation
etonogestrel,243.37975,No ratings,0,photoaging of the skin
varenicline,207.98505,No ratings,0,photoaging of the skin
suprep bowel prep kit,185.12257,No ratings,0,photoaging of the skin
isotretinoin,149.4055,No ratings,0,photoaging of the skin
mirena,146.24786,No ratings,0,photoaging of the skin
implanon,139.26448,No ratings,0,photoaging of the skin
levonorgestrel,123.5051,No ratings,0,photoaging of the skin
ethinyl estradiol / levonorgestrel,115.44071,No ratings,0,photoaging of the skin
chantix,114.028755,No ratings,0,photoaging of the skin
ethinyl estradiol / norethindrone,112.44984,No ratings,0,photoaging of the skin
etonogestrel,360.857,No ratings,0,min / sitagliptin)
varenicline,325.46228,No ratings,0,min / sitagliptin)
suprep bowel prep kit,302.5998,No ratings,0,min / sitagliptin)
isotretinoin,266.88275,No ratings,0,min / sitagliptin)
mirena,263.7251,No ratings,0,min / sitagliptin)
implanon,256.7417,No ratings,0,min / sitagliptin)
levonorgestrel,240.98235,No ratings,0,min / sitagliptin)
ethinyl estradiol / levonorgestrel,232.49081,No ratings,0,min / sitagliptin)
chantix,231.47105,No ratings,0,min / sitagliptin)
ethinyl estradiol / norethindrone,229.45613,No ratings,0,min / sitagliptin)
etonogestrel,246.99405,No ratings,0,atrial flutte
varenicline,211.59935,No ratings,0,atrial flutte
suprep bowel prep kit,188.73688,No ratings,0,atrial flutte
isotretinoin,153.0198,No ratings,0,atrial flutte
mirena,149.86217,No ratings,0,atrial flutte
implanon,142.87878,No ratings,0,atrial flutte
levonorgestrel,127.11941,No ratings,0,atrial flutte
ethinyl estradiol / levonorgestrel,118.62786,No ratings,0,atrial flutte
chantix,117.6081,No ratings,0,atrial flutte
ethinyl estradiol / norethindrone,115.59318,No ratings,0,atrial flutte
etonogestrel,326.00003,No ratings,0,actinic keratosis
varenicline,290.60535,No ratings,0,actinic keratosis
suprep bowel prep kit,267.74286,No ratings,0,actinic keratosis
isotretinoin,232.0258,No ratings,0,actinic keratosis
mirena,228.86816,No ratings,0,actinic keratosis
implanon,221.88478,No ratings,0,actinic keratosis
levonorgestrel,206.12541,No ratings,0,actinic keratosis
ethinyl estradiol / levonorgestrel,197.63387,No ratings,0,actinic keratosis
chantix,196.6141,No ratings,0,actinic keratosis
ethinyl estradiol / norethindrone,194.59918,No ratings,0,actinic keratosis
etonogestrel,309.57645,No ratings,0,anemia associated with chronic renal failure
varenicline,274.18173,No ratings,0,anemia associated with chronic renal failure
suprep bowel prep kit,251.31927,No ratings,0,anemia associated with chronic renal failure
isotretinoin,215.60222,No ratings,0,anemia associated with chronic renal failure
mirena,212.44458,No ratings,0,anemia associated with chronic renal failure
implanon,205.46118,No ratings,0,anemia associated with chronic renal failure
levonorgestrel,189.70181,No ratings,0,anemia associated with chronic renal failure
ethinyl estradiol / levonorgestrel,181.21028,No ratings,0,anemia associated with chronic renal failure
chantix,180.19052,No ratings,0,anemia associated with chronic renal failure
ethinyl estradiol / norethindrone,178.17558,No ratings,0,anemia associated with chronic renal failure
etonogestrel,221.0837,No ratings,0,clostridial infection
varenicline,185.689,No ratings,0,clostridial infection
suprep bowel prep kit,162.8265,No ratings,0,clostridial infection
isotretinoin,127.109436,No ratings,0,clostridial infection
mirena,123.95179,No ratings,0,clostridial infection
implanon,116.972466,No ratings,0,clostridial infection
levonorgestrel,101.20904,No ratings,0,clostridial infection
ethinyl estradiol / levonorgestrel,92.71749,No ratings,0,clostridial infection
chantix,91.69773,No ratings,0,clostridial infection
ethinyl estradiol / norethindrone,89.710754,No ratings,0,clostridial infection
etonogestrel,353.6948,No ratings,0,human papillomavirus prophylaxis
varenicline,318.3001,No ratings,0,human papillomavirus prophylaxis
suprep bowel prep kit,295.43762,No ratings,0,human papillomavirus prophylaxis
isotretinoin,259.72055,No ratings,0,human papillomavirus prophylaxis
mirena,256.5629,No ratings,0,human papillomavirus prophylaxis
implanon,249.57953,No ratings,0,human papillomavirus prophylaxis
levonorgestrel,233.82018,No ratings,0,human papillomavirus prophylaxis
ethinyl estradiol / levonorgestrel,225.32861,No ratings,0,human papillomavirus prophylaxis
chantix,224.30885,No ratings,0,human papillomavirus prophylaxis
ethinyl estradiol / norethindrone,222.29393,No ratings,0,human papillomavirus prophylaxis
etonogestrel,258.0822,No ratings,0,juvenile rheumatoid arthritis
varenicline,222.68755,No ratings,0,juvenile rheumatoid arthritis
suprep bowel prep kit,199.82506,No ratings,0,juvenile rheumatoid arthritis
isotretinoin,164.108,No ratings,0,juvenile rheumatoid arthritis
mirena,160.95035,No ratings,0,juvenile rheumatoid arthritis
implanon,153.96696,No ratings,0,juvenile rheumatoid arthritis
levonorgestrel,138.2076,No ratings,0,juvenile rheumatoid arthritis
ethinyl estradiol / levonorgestrel,129.71605,No ratings,0,juvenile rheumatoid arthritis
chantix,128.6963,No ratings,0,juvenile rheumatoid arthritis
ethinyl estradiol / norethindrone,126.681366,No ratings,0,juvenile rheumatoid arthritis
etonogestrel,295.24335,No ratings,0,ovulation induction
varenicline,259.84866,No ratings,0,ovulation induction
suprep bowel prep kit,236.9862,No ratings,0,ovulation induction
isotretinoin,201.26913,No ratings,0,ovulation induction
mirena,198.1115,No ratings,0,ovulation induction
implanon,191.12811,No ratings,0,ovulation induction
levonorgestrel,175.36874,No ratings,0,ovulation induction
ethinyl estradiol / levonorgestrel,166.8772,No ratings,0,ovulation induction
chantix,165.85744,No ratings,0,ovulation induction
ethinyl estradiol / norethindrone,163.84251,No ratings,0,ovulation induction
etonogestrel,332.30957,No ratings,0,"ischemic stroke, prophylaxis"
varenicline,296.9149,No ratings,0,"ischemic stroke, prophylaxis"
suprep bowel prep kit,274.05243,No ratings,0,"ischemic stroke, prophylaxis"
isotretinoin,238.33536,No ratings,0,"ischemic stroke, prophylaxis"
mirena,235.1777,No ratings,0,"ischemic stroke, prophylaxis"
implanon,228.19434,No ratings,0,"ischemic stroke, prophylaxis"
levonorgestrel,212.43497,No ratings,0,"ischemic stroke, prophylaxis"
ethinyl estradiol / levonorgestrel,203.9434,No ratings,0,"ischemic stroke, prophylaxis"
chantix,202.92366,No ratings,0,"ischemic stroke, prophylaxis"
ethinyl estradiol / norethindrone,200.90874,No ratings,0,"ischemic stroke, prophylaxis"
